Cycle,Year,DailyGDP,CyclyGDP,Population,GDPperCapita,Unemployment,Inflation
377,1.03288,455.627,0,101,4.51116,17.8218,1.06269
378,1.03562,453.033,0,101,4.48548,19.802,-5.74793
379,1.03836,358.801,0,101,3.55248,16.8317,-1.25754
380,1.0411,357.126,0,101,3.5359,17.8218,14.3889
381,1.04384,410.623,0,101,4.06558,17.8218,-6.05295
382,1.04658,424.784,0,101,4.20578,13.8614,-10.7076
383,1.04932,391.358,0,101,3.87483,13.8614,4.19585
384,1.05205,308.477,0,101,3.05423,12.8713,5.0965
385,1.05479,338.573,0,101,3.35221,7.92079,4.76731
386,1.05753,475.155,0,101,4.7045,18.8119,-0.403676
387,1.06027,350.512,0,101,3.47042,13.8614,-8.52756
388,1.06301,449.528,0,101,4.45077,10.8911,8.07487
389,1.06575,426.335,0,101,4.22113,15.8416,-6.21333
390,1.06849,421.458,0,101,4.17285,14.8515,1.10292
391,1.07123,373.593,0,101,3.69894,14.8515,9.86732
392,1.07397,422.191,0,101,4.18011,13.8614,-13.7248
393,1.07671,392.967,0,101,3.89076,14.8515,0.654142
394,1.07945,267.991,0,101,2.65338,10.8911,17.2986
395,1.08219,424.224,0,101,4.20023,16.8317,-13.0233
396,1.08493,372.687,0,101,3.68997,11.8812,8.03368
397,1.08767,426.521,0,101,4.22298,12.8713,-14.4553
398,1.09041,321.899,0,101,3.18712,12.8713,9.87661
399,1.09315,376.98,0,102,3.69589,12.7451,12.163
400,1.09589,476.195,0,102,4.66858,13.7255,-4.58938
401,1.09863,328.157,0,102,3.21722,15.6863,-10.0312
402,1.10137,421.161,0,102,4.12903,16.6667,6.21353
403,1.10411,281.875,0,102,2.76348,19.6078,0.392272
404,1.10685,446.315,0,102,4.37564,19.6078,9.32844
405,1.10959,417.565,0,102,4.09378,17.6471,-9.66779
406,1.11233,225.966,0,102,2.21536,21.5686,14.8299
407,1.11507,476.921,0,102,4.6757,23.5294,-10.7898
408,1.11781,205.445,0,102,2.01417,24.5098,12.9327
409,1.12055,455.498,0,102,4.46566,23.5294,-3.48987
410,1.12329,283.775,0,102,2.78211,23.5294,-7.09642
411,1.12603,468.37,0,102,4.59186,20.5882,9.39324
412,1.12877,374.55,0,102,3.67206,19.6078,-7.06326
413,1.13151,437.563,0,102,4.28983,19.6078,-5.00047
414,1.13425,415.37,0,102,4.07226,21.5686,0.447152
415,1.13699,376.621,0,102,3.69236,16.6667,-4.90586
416,1.13973,445.647,0,102,4.36909,15.6863,10.2599
417,1.14247,469.669,0,102,4.6046,11.7647,1.91614
418,1.14521,300.322,0,102,2.94433,13.7255,7.7561
419,1.14795,421.509,0,102,4.13244,12.7451,-9.77336
420,1.15068,285.538,0,102,2.79939,10.7843,3.46024
421,1.15342,374.294,0,102,3.66954,13.7255,-3.87199
422,1.15616,376.532,0,102,3.69149,19.6078,1.95744
423,1.1589,439.578,0,102,4.30959,20.5882,-7.107
424,1.16164,369.027,0,102,3.61791,24.5098,-1.17254
425,1.16438,389.841,0,102,3.82197,22.549,0.549272
426,1.16712,330.256,0,102,3.23781,18.6275,3.40286
427,1.16986,406.286,0,102,3.9832,18.6275,10.0719
428,1.1726,341.362,0,102,3.34668,16.6667,-1.76126
429,1.17534,391.088,0,102,3.8342,22.549,0.633231
430,1.17808,410.186,0,102,4.02143,24.5098,-4.18074
431,1.18082,379.567,0,102,3.72124,21.5686,-3.9056
432,1.18356,410.683,0,102,4.0263,17.6471,-0.712657
433,1.1863,352.932,0,102,3.46012,25.4902,1.45453
434,1.18904,357.24,0,102,3.50236,22.549,8.77439
435,1.19178,407.7,0,102,3.99706,19.6078,-5.60045
436,1.19452,428.226,0,102,4.1983,19.6078,-4.40665
437,1.19726,366.566,0,102,3.59378,21.5686,4.36285
438,1.2,330.264,0,102,3.23789,23.5294,-9.90316
439,1.20274,382.129,0,102,3.74636,29.4118,8.28706
440,1.20548,370.789,0,102,3.63518,28.4314,5.11838
441,1.20822,405.477,0,102,3.97526,26.4706,-3.98083
442,1.21096,304.963,0,102,2.98983,22.549,2.78825
443,1.2137,419.658,0,102,4.1143,17.6471,7.22834
444,1.21644,323.635,0,102,3.1729,10.7843,-10.0281
445,1.21918,420.311,0,102,4.12069,13.7255,0.841475
446,1.22192,371.846,0,102,3.64555,13.7255,3.01235
447,1.22466,360.854,0,102,3.53778,13.7255,-4.26769
448,1.2274,412.482,0,102,4.04395,19.6078,7.07279
449,1.23014,439.449,0,102,4.30832,21.5686,-10.4631
450,1.23288,388.302,0,102,3.80688,21.5686,6.48645
451,1.23562,425.679,0,102,4.17333,18.6275,-1.71471
452,1.23836,355.714,0,102,3.48739,14.7059,5.36302
453,1.2411,468.53,0,102,4.59344,10.7843,-3.31511
454,1.24384,409.218,0,102,4.01194,18.6275,-7.75252
455,1.24658,367.703,0,102,3.60493,19.6078,12.6353
456,1.24932,357.767,0,102,3.50752,21.5686,-4.05367
457,1.25205,343.3,0,102,3.36568,16.6667,9.66439
458,1.25479,435.963,0,102,4.27415,11.7647,-2.43303
459,1.25753,356.552,0,102,3.4956,19.6078,-4.19493
460,1.26027,297.518,0,102,2.91685,18.6275,8.16724
461,1.26301,441.018,0,102,4.3237,13.7255,-4.70798
462,1.26575,343.328,0,102,3.36596,11.7647,-12.8091
463,1.26849,355.405,0,102,3.48436,13.7255,0.828866
464,1.27123,403.808,0,102,3.9589,17.6471,12.1625
465,1.27397,316.434,0,102,3.10229,15.6863,-5.96499
466,1.27671,421.147,0,102,4.12889,12.7451,6.80193
